Instructor Name,HCM Home Dept,Crosslisted Course Flag,Course Subject Short Nm,Course Number,Course Title Nm,Pct of Instructor Hrs Taught,Semester Year Name Concat,Prorated Instr Enrollment Cnt,Crs Academic Division Nm,Section Nbr
Raluca Popa,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2019 Spring,4,College of Engineering (Division Lvl),083
Raluca Popa,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2019 Fall,7,College of Engineering (Division Lvl),086
Raluca Popa,Electrical Eng & Computer Sci,,Computer Science,399,Supervised Teaching,100,2018 Spring,1,College of Engineering (Division Lvl),034
Raluca Popa,Electrical Eng & Computer Sci,,Computer Science,399,Supervised Teaching,100,2019 Spring,5,College of Engineering (Division Lvl),034
Ramesh Sridharan,Electrical Eng & Computer Sci,Y,Computer Science,C8,Foundation Data Sci,50,2018 Fall,647,College of Engineering (Division Lvl),001
Ramesh Sridharan,Electrical Eng & Computer Sci,Y,Computer Science,C8,Foundation Data Sci,50,2019 Fall,659,College of Engineering (Division Lvl),001
Ramesh Sridharan,Electrical Eng & Computer Sci,Y,Statistics,C8,Foundation Data Sci,50,2020 Spring,675,L&S Mathematical and Physical Sciences Division,001
Ramesh Sridharan,Electrical Eng & Computer Sci,,Computer Science,399,Supervised Teaching,100,2019 Fall,55,College of Engineering (Division Lvl),063
Ramesh Sridharan,Electrical Eng & Computer Sci,,Statistics,197,Field Study In Stat,50,2020 Spring,28,L&S Mathematical and Physical Sciences Division,003
Randy Katz,Electrical Eng & Computer Sci,,Computer Science,61C,Machine Structures,50,2016 Fall,288.5,College of Engineering (Division Lvl),001
Randy Katz,Electrical Eng & Computer Sci,,Computer Science,61C,Machine Structures,50,2017 Fall,353.5,College of Engineering (Division Lvl),001
Randy Katz,Electrical Eng & Computer Sci,,Computer Science,H196A,Sr Honors Thesis,100,2018 Fall,2,College of Engineering (Division Lvl),003
Randy Katz,Electrical Eng & Computer Sci,,Computer Science,H196B,Sr Honors Thesis,100,2019 Spring,1,College of Engineering (Division Lvl),002
Randy Katz,Electrical Eng & Computer Sci,,Computer Science,197,Field Study,50,2016 Fall,7,College of Engineering (Division Lvl),204
Randy Katz,Electrical Eng & Computer Sci,,Computer Science,197,Field Study,50,2017 Fall,5.5,College of Engineering (Division Lvl),204
Randy Katz,Electrical Eng & Computer Sci,,Computer Science,294,Special Topics,50,2017 Fall,8.5,College of Engineering (Division Lvl),143
Randy Katz,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2016 Fall,6,College of Engineering (Division Lvl),031
Randy Katz,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2017 Spring,6,College of Engineering (Division Lvl),056
Randy Katz,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2017 Fall,6,College of Engineering (Division Lvl),031
Randy Katz,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2018 Spring,7,College of Engineering (Division Lvl),056
Randy Katz,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2018 Fall,4,College of Engineering (Division Lvl),031
Randy Katz,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2019 Spring,4,College of Engineering (Division Lvl),056
Randy Katz,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2019 Fall,5,College of Engineering (Division Lvl),031
Randy Katz,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2020 Spring,5,College of Engineering (Division Lvl),056
Randy Katz,Electrical Eng & Computer Sci,,Computer Science,375,Teaching Techniques,100,2017 Spring,70,College of Engineering (Division Lvl),001
Randy Katz,Electrical Eng & Computer Sci,,Computer Science,399,Supervised Teaching,50,2016 Fall,4.5,College of Engineering (Division Lvl),038
Randy Katz,Electrical Eng & Computer Sci,,Computer Science,399,Supervised Teaching,50,2017 Fall,2,College of Engineering (Division Lvl),008
Randy Katz,Electrical Eng & Computer Sci,,Computer Science,399,Supervised Teaching,100,2017 Spring,1,College of Engineering (Division Lvl),011
Randy Katz,Electrical Eng & Computer Sci,,UGIS-UG Interdisc Studies,192D,Research Physic Sci,100,2016 Fall,1,L&S Undergraduate Studies Division,016
Randy Katz,Electrical Eng & Computer Sci,,UGIS-UG Interdisc Studies,192D,Research Physic Sci,100,2017 Fall,7,L&S Undergraduate Studies Division,018
Randy Katz,Electrical Eng & Computer Sci,,UGIS-UG Interdisc Studies,192D,Research Physic Sci,100,2018 Spring,13,L&S Undergraduate Studies Division,014
Randy Katz,Electrical Eng & Computer Sci,,UGIS-UG Interdisc Studies,192D,Research Physic Sci,100,2018 Fall,7,L&S Undergraduate Studies Division,016
Randy Katz,Electrical Eng & Computer Sci,,UGIS-UG Interdisc Studies,192D,Research Physic Sci,100,2019 Spring,3,L&S Undergraduate Studies Division,014
Richard Williams,Electrical Eng & Computer Sci,,Computer Science,294,Special Topics,100,2018 Fall,9,College of Engineering (Division Lvl),152
Rikky Muller,Electrical Eng & Computer Sci,,Electrical Engineering,105,Micro Dev & Cir,50,2017 Spring,13,College of Engineering (Division Lvl),001
Rikky Muller,Electrical Eng & Computer Sci,,Electrical Engineering,140,Lin Integ Circ,100,2016 Fall,11,College of Engineering (Division Lvl),001
Rikky Muller,Electrical Eng & Computer Sci,,Electrical Engineering,140,Lin Integ Circ,100,2017 Fall,11,College of Engineering (Division Lvl),001
Rikky Muller,Electrical Eng & Computer Sci,,Electrical Engineering,140,Lin Integ Circ,100,2018 Fall,14,College of Engineering (Division Lvl),001
Rikky Muller,Electrical Eng & Computer Sci,,Electrical Engineering,199,Superv Indep Study,100,2019 Fall,1,College of Engineering (Division Lvl),084
Rikky Muller,Electrical Eng & Computer Sci,,Electrical Engineering,240A,Ana Integ Circ,100,2016 Fall,16,College of Engineering (Division Lvl),001
Rikky Muller,Electrical Eng & Computer Sci,,Electrical Engineering,240A,Ana Integ Circ,100,2017 Fall,19,College of Engineering (Division Lvl),001
Rikky Muller,Electrical Eng & Computer Sci,,Electrical Engineering,240A,Ana Integ Circ,100,2018 Fall,17,College of Engineering (Division Lvl),001
Rikky Muller,Electrical Eng & Computer Sci,,Electrical Engineering,290P,Bioelectronics,50,2019 Spring,10,College of Engineering (Division Lvl),001
Rikky Muller,Electrical Eng & Computer Sci,,Electrical Engineering,290P,Bioelectronics,100,2018 Spring,19,College of Engineering (Division Lvl),001
Rikky Muller,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2016 Fall,2,College of Engineering (Division Lvl),094
Rikky Muller,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2017 Spring,2,College of Engineering (Division Lvl),091
Rikky Muller,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2017 Fall,7,College of Engineering (Division Lvl),094
Rikky Muller,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2018 Spring,7,College of Engineering (Division Lvl),091
Rikky Muller,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2018 Fall,8,College of Engineering (Division Lvl),094
Rikky Muller,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2019 Spring,7,College of Engineering (Division Lvl),091
Rikky Muller,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2019 Fall,6,College of Engineering (Division Lvl),094
Rikky Muller,Electrical Eng & Computer Sci,,Engineering,296MA,Capstone Project,100,2017 Fall,5,College of Engineering (Division Lvl),037
Rikky Muller,Electrical Eng & Computer Sci,,Engineering,296MA,Capstone Project,100,2018 Fall,2,College of Engineering (Division Lvl),046
Rikky Muller,Electrical Eng & Computer Sci,,Engineering,296MB,Capstone Project,100,2018 Spring,5,College of Engineering (Division Lvl),037
Rikky Muller,Electrical Eng & Computer Sci,,Engineering,296MB,Capstone Project,100,2019 Spring,2,College of Engineering (Division Lvl),046
Robert Brayton,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2016 Fall,3,College of Engineering (Division Lvl),012
Robert Brayton,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2017 Spring,3,College of Engineering (Division Lvl),006
Robert Brayton,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2017 Fall,1,College of Engineering (Division Lvl),012
Robert Pilawa-Podgurski,Electrical Eng & Computer Sci,,Electrical Engineering,113,Power Electronics,100,2019 Fall,11,College of Engineering (Division Lvl),001
Robert Pilawa-Podgurski,Electrical Eng & Computer Sci,,Electrical Engineering,213A,Power Electronics,100,2019 Fall,5,College of Engineering (Division Lvl),001
Robert Pilawa-Podgurski,Electrical Eng & Computer Sci,,Electrical Engineering,290C,Circuit Design,100,2019 Spring,11,College of Engineering (Division Lvl),001
Robert Pilawa-Podgurski,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2018 Spring,5,College of Engineering (Division Lvl),105
Robert Pilawa-Podgurski,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2018 Fall,12,College of Engineering (Division Lvl),107
Robert Pilawa-Podgurski,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2019 Spring,10,College of Engineering (Division Lvl),105
Robert Pilawa-Podgurski,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2019 Fall,12,College of Engineering (Division Lvl),107
Ronald Fearing,Electrical Eng & Computer Sci,Y,Electrical Engineering,C128,Feedback Cntrl Sys,100,2017 Spring,37,College of Engineering (Division Lvl),001
Ronald Fearing,Electrical Eng & Computer Sci,Y,Electrical Engineering,C128,Feedback Cntrl Sys,100,2018 Fall,31,College of Engineering (Division Lvl),001
Ronald Fearing,Electrical Eng & Computer Sci,Y,Electrical Engineering,C128,Feedback Cntrl Sys,100,2019 Fall,21,College of Engineering (Division Lvl),001
Ronald Fearing,Electrical Eng & Computer Sci,Y,Mechanical Engineering,C134,Feedback Cntrl Sys,100,2017 Spring,22,College of Engineering (Division Lvl),001
Ronald Fearing,Electrical Eng & Computer Sci,Y,Mechanical Engineering,C134,Feedback Cntrl Sys,100,2018 Fall,13,College of Engineering (Division Lvl),001
Ronald Fearing,Electrical Eng & Computer Sci,Y,Mechanical Engineering,C134,Feedback Cntrl Sys,100,2019 Fall,14,College of Engineering (Division Lvl),001
Ronald Fearing,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2017 Fall,2,College of Engineering (Division Lvl),071
Ronald Fearing,Electrical Eng & Computer Sci,,Electrical Engineering,120,Signals And Systems,100,2016 Fall,93,College of Engineering (Division Lvl),001
Ronald Fearing,Electrical Eng & Computer Sci,,Electrical Engineering,192,Mechtron Design Lab,100,2017 Spring,34,College of Engineering (Division Lvl),001
Ronald Fearing,Electrical Eng & Computer Sci,,Electrical Engineering,192,Mechtron Design Lab,100,2018 Spring,23,College of Engineering (Division Lvl),001
Ronald Fearing,Electrical Eng & Computer Sci,,Electrical Engineering,192,Mechtron Design Lab,100,2019 Spring,21,College of Engineering (Division Lvl),001
Ronald Fearing,Electrical Eng & Computer Sci,,Electrical Engineering,192,Mechtron Design Lab,100,2020 Spring,20,College of Engineering (Division Lvl),001
Ronald Fearing,Electrical Eng & Computer Sci,,Electrical Engineering,H196A,Sr Honors Thesis,100,2016 Fall,1,College of Engineering (Division Lvl),003
Ronald Fearing,Electrical Eng & Computer Sci,,Electrical Engineering,H196A,Sr Honors Thesis,100,2018 Spring,1,College of Engineering (Division Lvl),001
Ronald Fearing,Electrical Eng & Computer Sci,,Electrical Engineering,H196B,Sr Honors Thesis,100,2017 Spring,1,College of Engineering (Division Lvl),004
Ronald Fearing,Electrical Eng & Computer Sci,,Electrical Engineering,199,Superv Indep Study,100,2016 Fall,5,College of Engineering (Division Lvl),012
Ronald Fearing,Electrical Eng & Computer Sci,,Electrical Engineering,199,Superv Indep Study,100,2017 Spring,1,College of Engineering (Division Lvl),012
Ronald Fearing,Electrical Eng & Computer Sci,,Electrical Engineering,199,Superv Indep Study,100,2017 Fall,3,College of Engineering (Division Lvl),012
Ronald Fearing,Electrical Eng & Computer Sci,,Electrical Engineering,199,Superv Indep Study,100,2018 Spring,6,College of Engineering (Division Lvl),012
Ronald Fearing,Electrical Eng & Computer Sci,,Electrical Engineering,199,Superv Indep Study,100,2018 Fall,1,College of Engineering (Division Lvl),012
Ronald Fearing,Electrical Eng & Computer Sci,,Electrical Engineering,199,Superv Indep Study,100,2019 Spring,1,College of Engineering (Division Lvl),012
Ronald Fearing,Electrical Eng & Computer Sci,,Electrical Engineering,199,Superv Indep Study,100,2019 Fall,1,College of Engineering (Division Lvl),012
Ronald Fearing,Electrical Eng & Computer Sci,,Electrical Engineering,199,Superv Indep Study,100,2020 Spring,3,College of Engineering (Division Lvl),012
Ronald Fearing,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2016 Fall,10,College of Engineering (Division Lvl),022
Ronald Fearing,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2017 Spring,8,College of Engineering (Division Lvl),014
Ronald Fearing,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2017 Fall,7,College of Engineering (Division Lvl),022
Ronald Fearing,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2018 Spring,5,College of Engineering (Division Lvl),014
Ronald Fearing,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2018 Fall,2,College of Engineering (Division Lvl),022
Ronald Fearing,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2019 Spring,5,College of Engineering (Division Lvl),014
Ronald Fearing,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2019 Fall,6,College of Engineering (Division Lvl),022
Ronald Fearing,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2020 Spring,6,College of Engineering (Division Lvl),014
Ruzena Bajcsy,Electrical Eng & Computer Sci,Y,Bioengineering,C106A,Intro To Robotics,50,2018 Fall,4,College of Engineering (Division Lvl),001
Ruzena Bajcsy,Electrical Eng & Computer Sci,Y,Bioengineering,C106A,Intro To Robotics,100,2017 Fall,5,College of Engineering (Division Lvl),001
Ruzena Bajcsy,Electrical Eng & Computer Sci,Y,Bioengineering,C106B,Robotic Manipulatio,50,2019 Spring,2.5,College of Engineering (Division Lvl),001
Ruzena Bajcsy,Electrical Eng & Computer Sci,Y,Bioengineering,C106B,Robotic Manipulatio,50,2020 Spring,1.5,College of Engineering (Division Lvl),001
Ruzena Bajcsy,Electrical Eng & Computer Sci,Y,Bioengineering,C106B,Robotic Manipulatio,100,2018 Spring,1,College of Engineering (Division Lvl),001
Ruzena Bajcsy,Electrical Eng & Computer Sci,Y,Bioengineering,C125,Intro To Robotics,100,2016 Fall,5,College of Engineering (Division Lvl),001
Ruzena Bajcsy,Electrical Eng & Computer Sci,Y,Electrical Eng & Computer Sci,C106A,Intro To Robotics,50,2018 Fall,48.5,College of Engineering (Division Lvl),001
Ruzena Bajcsy,Electrical Eng & Computer Sci,Y,Electrical Eng & Computer Sci,C106A,Intro To Robotics,100,2017 Fall,71,College of Engineering (Division Lvl),001
Ruzena Bajcsy,Electrical Eng & Computer Sci,Y,Electrical Eng & Computer Sci,C106B,Robotic Manipulatio,50,2019 Spring,8.5,College of Engineering (Division Lvl),001
Ruzena Bajcsy,Electrical Eng & Computer Sci,Y,Electrical Eng & Computer Sci,C106B,Robotic Manipulatio,50,2020 Spring,14,College of Engineering (Division Lvl),001
Ruzena Bajcsy,Electrical Eng & Computer Sci,Y,Electrical Eng & Computer Sci,C106B,Robotic Manipulatio,100,2018 Spring,16,College of Engineering (Division Lvl),001
Ruzena Bajcsy,Electrical Eng & Computer Sci,Y,Electrical Engineering,C106A,Intro To Robotics,100,2016 Fall,57,College of Engineering (Division Lvl),001
Ruzena Bajcsy,Electrical Eng & Computer Sci,Y,Electrical Engineering,C106B,Robotic Manipulatio,100,2017 Spring,11,College of Engineering (Division Lvl),001
Ruzena Bajcsy,Electrical Eng & Computer Sci,,Bioengineering,H194,Hon Undergrad Res,100,2017 Spring,1,College of Engineering (Division Lvl),029
Ruzena Bajcsy,Electrical Eng & Computer Sci,,Bioengineering,196,Hon Underg Des Res,100,2016 Fall,1,College of Engineering (Division Lvl),030
Ruzena Bajcsy,Electrical Eng & Computer Sci,,Bioengineering,196,Underg Des Res,100,2019 Fall,2,College of Engineering (Division Lvl),036
Ruzena Bajcsy,Electrical Eng & Computer Sci,,Bioengineering,199,Superv Indep Study,100,2018 Fall,2,College of Engineering (Division Lvl),032
Ruzena Bajcsy,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2017 Spring,2,College of Engineering (Division Lvl),008
Ruzena Bajcsy,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2018 Spring,4,College of Engineering (Division Lvl),008
Ruzena Bajcsy,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2018 Fall,2,College of Engineering (Division Lvl),005
Ruzena Bajcsy,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2016 Fall,1,College of Engineering (Division Lvl),004
Ruzena Bajcsy,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2017 Spring,1,College of Engineering (Division Lvl),008
Ruzena Bajcsy,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2018 Spring,1,College of Engineering (Division Lvl),008
Ruzena Bajcsy,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2019 Spring,1,College of Engineering (Division Lvl),008
Ruzena Bajcsy,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2019 Fall,1,College of Engineering (Division Lvl),004
Ruzena Bajcsy,Electrical Eng & Computer Sci,,Computer Science,399,Supervised Teaching,100,2018 Spring,1,College of Engineering (Division Lvl),019
Ruzena Bajcsy,Electrical Eng & Computer Sci,,Computer Science,399,Supervised Teaching,100,2018 Fall,2,College of Engineering (Division Lvl),050
Ruzena Bajcsy,Electrical Eng & Computer Sci,,Electrical Eng & Computer Sci,206A,Intro To Robotics,50,2018 Fall,9.5,College of Engineering (Division Lvl),001
Ruzena Bajcsy,Electrical Eng & Computer Sci,,Electrical Eng & Computer Sci,206A,Intro To Robotics,100,2017 Fall,15,College of Engineering (Division Lvl),001
Ruzena Bajcsy,Electrical Eng & Computer Sci,,Electrical Eng & Computer Sci,206B,Robotic Manipulatio,50,2019 Spring,6,College of Engineering (Division Lvl),001
Ruzena Bajcsy,Electrical Eng & Computer Sci,,Electrical Eng & Computer Sci,206B,Robotic Manipulatio,50,2020 Spring,5.5,College of Engineering (Division Lvl),001
Ruzena Bajcsy,Electrical Eng & Computer Sci,,Electrical Eng & Computer Sci,206B,Robotic Manipulatio,100,2018 Spring,2,College of Engineering (Division Lvl),001
Ruzena Bajcsy,Electrical Eng & Computer Sci,,Electrical Engineering,197,Field Study,100,2016 Fall,3,College of Engineering (Division Lvl),003
Ruzena Bajcsy,Electrical Eng & Computer Sci,,Electrical Engineering,199,Superv Indep Study,100,2016 Fall,3,College of Engineering (Division Lvl),053
Ruzena Bajcsy,Electrical Eng & Computer Sci,,Electrical Engineering,199,Superv Indep Study,100,2017 Spring,3,College of Engineering (Division Lvl),81
Ruzena Bajcsy,Electrical Eng & Computer Sci,,Electrical Engineering,199,Superv Indep Study,100,2017 Fall,3,College of Engineering (Division Lvl),053
Ruzena Bajcsy,Electrical Eng & Computer Sci,,Electrical Engineering,199,Superv Indep Study,100,2018 Spring,2,College of Engineering (Division Lvl),81
Ruzena Bajcsy,Electrical Eng & Computer Sci,,Electrical Engineering,199,Superv Indep Study,100,2018 Fall,1,College of Engineering (Division Lvl),053
Ruzena Bajcsy,Electrical Eng & Computer Sci,,Electrical Engineering,199,Superv Indep Study,100,2019 Fall,2,College of Engineering (Division Lvl),053
Ruzena Bajcsy,Electrical Eng & Computer Sci,,Electrical Engineering,199,Superv Indep Study,100,2020 Spring,3,College of Engineering (Division Lvl),081
Ruzena Bajcsy,Electrical Eng & Computer Sci,,Electrical Engineering,206A,Intro To Robotics,100,2016 Fall,17,College of Engineering (Division Lvl),001
Ruzena Bajcsy,Electrical Eng & Computer Sci,,Electrical Engineering,206B,Robotic Manipulatio,100,2017 Spring,1,College of Engineering (Division Lvl),001
Ruzena Bajcsy,Electrical Eng & Computer Sci,,Electrical Engineering,298,"Gr Stu, Sem, Gr Res",100,2017 Fall,1,College of Engineering (Division Lvl),014
Ruzena Bajcsy,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2016 Fall,6,College of Engineering (Division Lvl),008
Ruzena Bajcsy,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2017 Spring,6,College of Engineering (Division Lvl),072
Ruzena Bajcsy,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2017 Fall,6,College of Engineering (Division Lvl),008
Ruzena Bajcsy,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2018 Spring,5,College of Engineering (Division Lvl),072
Ruzena Bajcsy,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2018 Fall,8,College of Engineering (Division Lvl),008
Ruzena Bajcsy,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2019 Spring,7,College of Engineering (Division Lvl),072
Ruzena Bajcsy,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2019 Fall,5,College of Engineering (Division Lvl),008
Ruzena Bajcsy,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2020 Spring,5,College of Engineering (Division Lvl),072
Ruzena Bajcsy,Electrical Eng & Computer Sci,,Engineering,296MA,Capstone Project,100,2016 Fall,3,College of Engineering (Division Lvl),016
Ruzena Bajcsy,Electrical Eng & Computer Sci,,Engineering,296MA,Capstone Project,100,2017 Fall,3,College of Engineering (Division Lvl),039
Ruzena Bajcsy,Electrical Eng & Computer Sci,,Engineering,296MA,Capstone Project,100,2018 Fall,3,College of Engineering (Division Lvl),047
Ruzena Bajcsy,Electrical Eng & Computer Sci,,Engineering,296MB,Capstone Project,100,2017 Spring,3,College of Engineering (Division Lvl),015
Ruzena Bajcsy,Electrical Eng & Computer Sci,,Engineering,296MB,Capstone Project,100,2018 Spring,3,College of Engineering (Division Lvl),039
Ruzena Bajcsy,Electrical Eng & Computer Sci,,Engineering,296MB,Capstone Project,100,2019 Spring,3,College of Engineering (Division Lvl),047
Sanjam Garg,Electrical Eng & Computer Sci,,Computer Science,170,Intro Cs Theory,50,2017 Spring,294.5,College of Engineering (Division Lvl),001
Sanjam Garg,Electrical Eng & Computer Sci,,Computer Science,194,Special Topics,100,2019 Spring,37,College of Engineering (Division Lvl),034
Sanjam Garg,Electrical Eng & Computer Sci,,Computer Science,194,Special Topics,100,2019 Fall,88,College of Engineering (Division Lvl),034
Sanjam Garg,Electrical Eng & Computer Sci,,Computer Science,276,Cryptography,50,2016 Fall,7.5,College of Engineering (Division Lvl),1
Sanjam Garg,Electrical Eng & Computer Sci,,Computer Science,276,Cryptography,100,2018 Fall,24,College of Engineering (Division Lvl),001
Sanjam Garg,Electrical Eng & Computer Sci,,Computer Science,294,Special Topics,100,2018 Spring,15,College of Engineering (Division Lvl),135
Sanjam Garg,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2016 Fall,2,College of Engineering (Division Lvl),020
Sanjam Garg,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2017 Spring,2,College of Engineering (Division Lvl),035
Sanjam Garg,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2017 Fall,4,College of Engineering (Division Lvl),020
Sanjam Garg,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2018 Spring,2,College of Engineering (Division Lvl),035
Sanjam Garg,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2018 Fall,3,College of Engineering (Division Lvl),020
Sanjam Garg,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2019 Spring,3,College of Engineering (Division Lvl),035
Sanjam Garg,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2019 Fall,1,College of Engineering (Division Lvl),020
Sanjam Garg,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2020 Spring,2,College of Engineering (Division Lvl),035
Sanjam Garg,Electrical Eng & Computer Sci,,Computer Science,399,Supervised Teaching,50,2017 Spring,3.5,College of Engineering (Division Lvl),019
Sanjit Seshia,Electrical Eng & Computer Sci,Y,Computer Science,C249A,Intro Embedded,50,2018 Fall,4.5,College of Engineering (Division Lvl),001
Sanjit Seshia,Electrical Eng & Computer Sci,Y,Computer Science,C249A,Intro Embedded,50,2019 Fall,3,College of Engineering (Division Lvl),001
Sanjit Seshia,Electrical Eng & Computer Sci,Y,Electrical Eng & Computer Sci,219C,Formal Methods,50,2019 Spring,7,College of Engineering (Division Lvl),001
Sanjit Seshia,Electrical Eng & Computer Sci,Y,Electrical Eng & Computer Sci,219C,Formal Methods,100,2018 Spring,20,College of Engineering (Division Lvl),001
Sanjit Seshia,Electrical Eng & Computer Sci,Y,Electrical Engineering,C249A,Intro Embedded,50,2018 Fall,5,College of Engineering (Division Lvl),001
Sanjit Seshia,Electrical Eng & Computer Sci,Y,Electrical Engineering,C249A,Intro Embedded,50,2019 Fall,8.5,College of Engineering (Division Lvl),001
Sanjit Seshia,Electrical Eng & Computer Sci,,Computer Science,70,Discrete Math&Prob,50,2016 Fall,343,College of Engineering (Division Lvl),001
Sanjit Seshia,Electrical Eng & Computer Sci,,Computer Science,197,Field Study,50,2016 Fall,3.5,College of Engineering (Division Lvl),210
Sanjit Seshia,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2016 Fall,1,College of Engineering (Division Lvl),038
Sanjit Seshia,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2017 Fall,1,College of Engineering (Division Lvl),038
Sanjit Seshia,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2018 Spring,2,College of Engineering (Division Lvl),076
Sanjit Seshia,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2019 Spring,1,College of Engineering (Division Lvl),076
Sanjit Seshia,Electrical Eng & Computer Sci,,Computer Science,199,Superv Indep Study,100,2019 Fall,3,College of Engineering (Division Lvl),038
Sanjit Seshia,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2017 Spring,3,College of Engineering (Division Lvl),097
Sanjit Seshia,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2018 Spring,2,College of Engineering (Division Lvl),097
Sanjit Seshia,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2018 Fall,1,College of Engineering (Division Lvl),056
Sanjit Seshia,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2019 Spring,5,College of Engineering (Division Lvl),097
Sanjit Seshia,Electrical Eng & Computer Sci,,Computer Science,299,Indiv Research,100,2019 Fall,7,College of Engineering (Division Lvl),056
Sanjit Seshia,Electrical Eng & Computer Sci,,Computer Science,399,Supervised Teaching,50,2016 Fall,2,College of Engineering (Division Lvl),036
Sanjit Seshia,Electrical Eng & Computer Sci,,Electrical Eng & Computer Sci,149,Intro Embedded Syst,50,2018 Fall,21.5,College of Engineering (Division Lvl),001
Sanjit Seshia,Electrical Eng & Computer Sci,,Electrical Eng & Computer Sci,149,Intro Embedded Syst,50,2019 Fall,28.5,College of Engineering (Division Lvl),001
Sanjit Seshia,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2016 Fall,7,College of Engineering (Division Lvl),065
Sanjit Seshia,Electrical Eng & Computer Sci,,Electrical Engineering,299,Indiv Research,100,2017 Spring,2,College of Engineering (Division Lvl),043
